LEGISLATURA,ARCHIVO_FUENTE,NOMBRE_Y_APELLIDOS,ESTADO_CIVIL,REGIMEN_ECONOMICO_MATRIMONIAL,FECHA_ELECCION_PARLAMENTARIO,FECHA_PRESENTACION_CREDENCIAL_CAMARA,CARGO,CIRCUNSCRIPCION,RENTAS_NUM_PERCEPCIONES_SALARIALES,RENTAS_TOTAL_SALARIALES,RENTAS_DETALLE_SALARIALES,RENTAS_NUM_DIVIDENDOS,RENTAS_TOTAL_DIVIDENDOS,RENTAS_DETALLE_DIVIDENDOS,RENTAS_NUM_INTERESES,RENTAS_TOTAL_INTERESES,RENTAS_DETALLE_INTERESES,RENTAS_NUM_OTRAS,RENTAS_TOTAL_OTRAS,RENTAS_DETALLE_OTRAS,CANTIDAD_PAGADA_POR_IRPF,BIENES_NUM_INMUEBLES_URBANOS,BIENES_DETALLE_INMUEBLES_URBANOS,BIENES_NUM_INMUEBLES_RUSTICOS,BIENES_DETALLE_INMUEBLES_RUSTICOS,BIENES_NUM_SOCIEDADES_NO_COTIZADAS,BIENES_DETALLE_SOCIEDADES_NO_COTIZADAS,DEPOSITOS_NUM_CUENTAS,DEPOSITOS_SALDO_TOTAL,DEPOSITOS_DETALLE_CUENTAS,OTROS_BIENES_NUM_DEUDA_PUBLICA,OTROS_BIENES_DETALLE_DEUDA_PUBLICA,OTROS_BIENES_NUM_ACCIONES,OTROS_BIENES_DETALLE_ACCIONES,OTROS_BIENES_NUM_SOCIEDADES_MAS_5PCT,OTROS_BIENES_DETALLE_SOCIEDADES_MAS_5PCT,VEHICULOS_NUM_TOTAL,VEHICULOS_DESCRIPCION,OTROS_NO_DECLARADOS_NUM,OTROS_NO_DECLARADOS_VALOR_TOTAL,OTROS_NO_DECLARADOS_DESCRIPCION,DEUDAS_NUM_TOTAL,DEUDAS_IMPORTE_CONCEDIDO_TOTAL,DEUDAS_SALDO_PENDIENTE_TOTAL,DEUDAS_DESCRIPCION_ACREEDOR,OBSERVACIONES,TOTAL_INGRESOS_DECLARADOS,TOTAL_ACTIVOS_LIQUIDOS,POSICION_NETA_LIQUIDA,depositos_saldo_total_directo,num_otros_bienes_derechos,otros_bienes_derechos_detalle
XIII,deputy_284_assets_000264_000_e_0000862_20190516.json,FERNANDO TOMÁS DE PÁRAMO GÓMEZ,CASADO,SEPARACIÓN DE BIENES,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,BARCELONA,2,77896.0,concepto:Retribución como diputado en el Parlament de Cataluña (hasta julio 2018); euros:40512 | concepto:Retribución como Secretario de Comunicación y miembro del Comité Permanente de Ciudadanos - Partido de la Ciudadanía; euros:37384,0,0.0,,1,15.0,concepto:Interés cuenta; euros:15,0,0.0,,35926.0,2,clase:Vivienda; situacion:Barcelona; fecha_adquisicion:2014; derecho:Compraventa (50%) | clase:Plaza de garage; situacion:Barcelona; fecha_adquisicion:2014; derecho:Compraventa (50%),0,,0,,3,135000.0,tipo:Seguro de vida - ahorro; saldo:85000 | tipo:Fondo de Inversión; saldo:20000 | tipo:Cuenta corriente; saldo:30000,0,,0,,0,,1,fecha_adquisicion:2015; descripcion:Vehículo: Volkswagen Golf,0,0.0,,2,59000.0,19940.0,descripcion:Préstamo personal concedido por Miguel de Páramo Argüelles; fecha_concesion:12/2014; importe_concedido:39000; saldo_pendiente:19500 | descripcion:Préstamo personal concedido por CaixaBank; fecha_concesion:05/2015; importe_concedido:20000; saldo_pendiente:440,,77911.0,135000.0,115060.0,,,
XIII,deputy_285_assets_000267_000_e_0000879_20190516.json,CRISTINA ALICIA DE ESTEBAN CALONJE,NO SE INDICA,,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,VALENCIA,1,99791.31,"procedencia:Divarian (como empleada contratada de BBVA Asset Management); concepto:Nóminas recibidas NETO; euros:99.791,31",0,0.0,,0,0.0,,0,0.0,,33970.23,1,clase:Piso vivienda; situacion:Madrid; fecha_adquisicion:29/IX/2015; derecho:Pleno Dominio 100% del declarante,0,,0,,2,10177.24,"tipo:Cuenta Bancaria BBVA; saldo:1.463,03 € | tipo:Plan de Pensiones PPE BBVA Asset Management; saldo:8.714,21 €",0,,0,,0,,1,fecha_adquisicion:1 Septiembre 2016; descripcion:Toyota Yaris,0,0.0,,3,354900.0,286952.46,"descripcion:Préstamos Consumo colectivos especiales BBVA; fecha_concesion:27/10/2015; importe_concedido:16.000€; saldo_pendiente:10.964,43€ | descripcion:Préstamo Social Vivienda empleados; fecha_concesion:27/07/2015; importe_concedido:302.000€; saldo_pendiente:258.527,00€ | descripcion:Préstamo Vario empleados BBVA; fecha_concesion:10/08/2015; importe_concedido:36.900,00; saldo_pendiente:17.461,03€",,99791.31,10177.24,-276775.22,,,
XIII,deputy_285_assets_000267_002_e_0010745_20191031.json,"ESTEBAN CALONJE, CRISTINA",,,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,,0.0,0.0,0.0,,,
XIII,deputy_286_assets_000266_000_e_0000868_20190516.json,MARIA SANDRA MONEO DIEZ,CASADA,SEPARACION DE BIENES,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,,,0,0.0,,0,0.0,,1,9.77,"concepto:Intereses o rendimientos de cuentas, de depósitos y activos financieros; euros:9.77",0,0.0,,,0,,0,,0,,1,6642.09,saldo:6642.09,0,,0,,0,,1,fecha_adquisicion:2010; descripcion:50% Peugeot 5008 cilindrada 2000 cc,0,0.0,,3,375500.0,175474.11,"descripcion:50% PRESTAMO HIPOTECARIO CONCEDIDO POR CAJA BURGOS; fecha_concesion:03/09/2002; importe_concedido:255000.0; saldo_pendiente:102593.65 | descripcion:33,3 % PRESTAMO HIPOTECARIO CONCEDIDO POR CAJA CIRCULO; fecha_concesion:11/03/2005; importe_concedido:84500.0; saldo_pendiente:44117.06 | descripcion:PRESTAMO PERSONAL CONCEDIDO POR IBERCAJA; fecha_concesion:25/07/2016; importe_concedido:36000.0; saldo_pendiente:28763.4",,9.77,6642.09,-168832.02,,,
XIII,deputy_286_assets_000266_002_e_0011227_20191129.json,MARIA SANDRA HONEO DIEZ,,,,,Diputada,BURGOS,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,La declaración final de bienes y rentas coincide exactamente con la declaración de bienes y rentas cumplimentada al presentar la credencial de Diputada electa de la XIV Legislatura.,0.0,0.0,0.0,,,
XIII,deputy_287_assets_000344_000_e_0001512_20190610.json,MACARENA MONTESINOS DE MIGUEL,CASADA,SEPARACION DE BIENES,28-04-2019,16-05-2019,Diputado,ALICANTE,2,13389.46,concepto:RETRIBUCIONES; euros:2842.01 | euros:10547.45,0,0.0,,0,0.0,,0,0.0,,20516.67,4,clase:VIVIENDA CON PLAZA DE APARCAMIENTO Y TRASTERO; situacion:ALICANTE; fecha_adquisicion:2001; derecho:50% COMPRA | clase:PLAZA DE APARCAMIENTO; situacion:ALICANTE; fecha_adquisicion:2002; derecho:50% COMPRA | clase:VIVIENDA CON PLAZA DE APARCAMIENTO; situacion:EL CAMPELLO; fecha_adquisicion:2014; derecho:25% HERENCIA | clase:PLAZA DE APARCAMIENTO; situacion:ALICANTE; fecha_adquisicion:2014; derecho:25% HERENCIA,0,,0,,1,21450.0,tipo:FONDO DE INVERSIÓN Y CUENTA CORRIENTE; saldo:21450.0,0,,0,,0,,1,"fecha_adquisicion:2003; descripcion:AUDI A4 1,9TDI",2,75890.0,descripcion:PLANES DE JUBILACIÓN; valor:40500.0 | descripcion:PLANES DE PENSIONES; valor:35390.0,1,183000.0,92504.0,fecha_concesion:21-09-2001; importe_concedido:183000.0; saldo_pendiente:92504.0,,13389.46,97340.0,4836.0,,,
XIII,deputy_287_assets_000344_002_e_0011241_20191202.json,HACATENa MONTESINOS DE MIGUEL,,,,,Diputada,AliCANTE,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,La declaración final de bienes y rentas coincide exactamente con la declaración de bienes y rentas cumplimentada al presentar la credencial de Diputada electa de la XIV Legislatura.,0.0,0.0,0.0,,,
XIII,deputy_288_assets_000285_000_e_0000941_20190517.json,PAU MARI KLOSE,DIVORCIADO,,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,ZARAGOZA,3,51913.16,concepto:Director de la Oficina del Alto Comisionado para Lucha contra la Pobreza Infantil; euros:12878.96 | concepto:Alto Comisionado para la Lucha contra la Pobreza Infantil; euros:23992.04 | concepto:Profesor Universitario Enero-Julio 2018; euros:15042.16,0,0.0,,0,0.0,,0,0.0,,8856.44,3,clase:Piso; situacion:Zaragoza; fecha_adquisicion:2018; derecho:Compraventa propiedad pleno dominio | clase:Piso; situacion:Barcelona; fecha_adquisicion:1999; derecho:Compraventa pleno dominio | clase:Piso; situacion:Ibiza; fecha_adquisicion:2000; derecho:Herencia 50%,1,clase:Parcela rústica; situacion:Ibiza; fecha_adquisicion:2012; derecho:Herencia 50%,0,,2,-168931.5,tipo:Cuentas corrientes; saldo:-16619.5 | tipo:Cuentas corrientes; saldo:-152312,0,,0,,0,,0,,1,4000.0,descripcion:Microcrédito PSOE; valor:4000,1,35000.0,21121.0,descripcion:Préstamo hipotecario; fecha_concesion:2011; importe_concedido:35000; saldo_pendiente:21121,,51913.16,-164931.5,-186052.5,,,
XIII,deputy_288_assets_000285_002_e_0010194_20191011.json,PAU MARI KLOSE,DIVORCIADO,,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,ZARAGOZA,0,0.0,,0,0.0,,0,0.0,,0,0.0,,87897.67,3,clase:PISO; situacion:ZARAGOZA; fecha_adquisicion:2018; derecho:PROPIEDAD PLENO DOMINIO; titulo:COMPRAVENTA | clase:PISO; situacion:BARCELONA; fecha_adquisicion:1999; derecho:PLENO DOMINIO; titulo:COMPRAVENTA | clase:PISO; situacion:IBIZA; fecha_adquisicion:2000; derecho:50%; titulo:HERENCIA,1,clase:PARCELA RÚSTICA; situacion:IBIZA; fecha_adquisicion:2012; derecho:50%; titulo:HERENCIA,0,,2,119654.21,"entidad:La Caixa; saldo:36.187,20 | entidad:BBVA; saldo:83.467,01",0,,0,,0,,0,,1,4000.0,descripcion:MICROCRÉDITO PSOE; valor:4.000,1,35000.0,20065.04,"descripcion:PRESTAMO HIPOTECARIO (BBVA); fecha_concesion:2011; importe_concedido:35.000; saldo_pendiente:20.065,04",,0.0,123654.21,103589.16999999998,,,
XIII,deputy_289_assets_000269_000_e_0000886_20190516.json,BELÉN HOYO JULIÁ,DIVORCIADA,,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,VALENCIA,0,0.0,,0,0.0,,0,0.0,,0,0.0,,1363970.0,0,,0,,0,,1,26500.0,tipo:CUENTAS CORRIENTES; saldo:26500,0,,0,,0,,1,fecha_adquisicion:2013; descripcion:VOLVO XC90,0,0.0,,0,0.0,0.0,,,0.0,26500.0,26500.0,,,
XIII,deputy_289_assets_000269_002_e_0011245_20191202.json,BELEN Heito Junia,,,,,Diputado,VALENCIA,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,La declaración final de bienes y rentas coincide exactamente con la declaración de bienes y rentas cumplimentada al presentar la credencial de Diputado electo de la XIV Legislatura.,0.0,0.0,0.0,,,
XIII,deputy_290_assets_000268_000_e_0000883_20190516.json,DIEGO JOSÉ GAGO BUGARÍN,SOLTERO,,28/04/2019,16/05/2019,Diputado,PONTEVEDRA,2,3597.23,"concepto:CONCEJAL AYUNTAMIENTO DE VIGO; euros:2351.68 | concepto:PARTIDO POPULAR (indemnización por alojamiento, desplazamiento y manutención como presidente de NNGG de España) (TRAMITADA BAJA EL 10/05/2019).; euros:1245.55",0,0.0,,0,0.0,,0,0.0,,11725.15,0,,0,,0,,1,26354.0,tipo:CUENTAS CORRIENTES; saldo:26354,0,,0,,0,,2,fecha_adquisicion:28/12/2016; descripcion:VOLKSWAGEN PASSAT VARIANT 2.0 TDI | fecha_adquisicion:23/03/2016; descripcion:SUZUKI BURGMAN 200,0,0.0,,0,0.0,0.0,,,3597.23,26354.0,26354.0,,,
XIII,deputy_290_assets_000268_002_e_0009934_20191002.json,DIEGO JOSÉ GAGO BUGARÍN,SOLTERO,,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,,2,3597.23,"concepto:CONCEJAL AYUNTAMIENTO DE VIGO; euros:2351.68 | concepto:PARTIDO POPULAR (indemnización por alojamiento, desplazamiento y manutención como presidente de NNGG de España) (TRAMITADA BAJA EL 10/05/2019); euros:1245.55",0,0.0,,0,0.0,,0,0.0,,11725.15,0,,0,,0,,1,26354.0,tipo:CUENTAS CORRIENTES; saldo:26354,0,,0,,0,,2,fecha_adquisicion:28/12/2016; descripcion:VOLKSWAGEN PASSAT VARIANT 2.0 TDI | fecha_adquisicion:23/03/2016; descripcion:SUZUKI BURGMAN 200,0,0.0,,1,85000.0,36251.06,descripcion:HIPOTECA POR REFORMA (50%); fecha_concesion:20/05/19; importe_concedido:85000; saldo_pendiente:36251.06,"MISMA DECLARACIÓN DE BIENES QUE LA PRESENTADA EL 16/05/19, SALVO LA MODIFICACIÓN EN EL APARTADO DEUDAS Y OBLIGACIONES PATRIMONIALES, QUE SE HA ACTUALIZADO POR HIPOTECA",3597.23,26354.0,-9897.059999999998,,,
XIII,deputy_291_assets_000270_000_e_0000887_20190516.json,Yolanda Díaz Pérez,Casada,Ganancial,28 de abril del 2019,16 de mayo del 2019,Diputado,Pontevedra,0,0.0,,0,0.0,,0,0.0,,0,0.0,,12196.31,2,clase:Despacho; situacion:A Coruña; fecha_adquisicion:7 de agosto de 2003; derecho:Propiedad ganancial; titulo:Compraventa | clase:Vivienda unifamiliar adosada; situacion:A Coruña; fecha_adquisicion:25 de noviembre de 2003; derecho:Propiedad ganancial; titulo:Compraventa,0,,0,,1,4316.6,tipo:Cuenta corriente ganancial al 50%; saldo:4316.6,0,,0,,0,,2,fecha_adquisicion:24 de octubre de 2014; descripcion:Volkswagen Golf (50% ganancial) | fecha_adquisicion:23 de agosto de 2013; descripcion:Volkswagen Touran (50% ganancial),0,0.0,,1,168284.0,53877.86,descripcion:Préstamo hipotecario en Banco Santander (50% ganancial); fecha_concesion:25/11/2003; importe_concedido:168284; saldo_pendiente:53877.86,,0.0,4316.6,-49561.26,,,
XIII,deputy_291_assets_000270_002_e_0011099_20191125.json,YOLANDA DIA PEREZ,,,,,Diputada,RnTEVEDEA,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,La declaración final de bienes y rentas coincide exactamente con la declaración de bienes y rentas cumplimentada al presentar la credencial de Diputada electa de la XIV Legislatura.,0.0,0.0,0.0,,,
XIII,deputy_292_assets_000271_000_e_0000890_20190516.json,Mª DEL CARMEN HERNÁNDEZ BENTO,SEPARADA,,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,LAS PALMAS,1,59768.76,concepto:SALARIO; euros:59768.76,1,3.76,"concepto:Dividendos y participación en beneficios de sociedades, comunidades o entidades de cualquier clase; euros:3.76",1,646.1,"concepto:Intereses o rendimientos de cuentas, de depósitos y activos financieros; euros:646.1",1,4920.0,concepto:RENTAS BIENES INMUEBLES (ARRENDAMIENTOS); euros:4920.0,15896.53,1,clase:VIVIENDA; situacion:LAS PALMAS DE GRAN CANARIA; fecha_adquisicion:26/06/2002; derecho:PLENO DOMINIO; titulo:COMPRA - VENTA,0,,0,,3,266092.57,tipo:FONDO AHORRO; saldo:29898.78 | tipo:DEPÓSITO AHORRO; saldo:50000.0 | tipo:CUENTAS CORRIENTES; saldo:186193.79,0,,0,,0,,1,fecha_adquisicion:2019; descripcion:VEHICULO BMW Tourer 215i,1,21448.18,descripcion:PLAN DE PENSIONES; valor:21448.18,1,10000.0,9513.43,descripcion:Préstamo para compra automóvil a Marmotor Canarias S.L.; fecha_concesion:26/03/19; importe_concedido:10000.0; saldo_pendiente:9513.43,,65338.62,287540.75,278027.32,,,
XIII,deputy_292_assets_000271_002_e_0010231_20191015.json,MARÍA DEL CARMEN HERNÁNDEZ BENTO,SEPARADA,,28 de abril de 2019,16 de mayo de 2019,Diputado,,1,59768.76,concepto:SALARIO; euros:59768.76,0,0.0,,0,0.0,,0,0.0,,16323.78,1,clase:VIVIENDA; situacion:LAS PALMAS; fecha_adquisicion:26-05-2002; derecho:PLENO DOMINIO; titulo:COMPRA-VENTA,0,,0,,3,273732.54000000004,tipo:FONDO AHORRO; saldo:31230.54 | tipo:DEPOSITO AHORRO; saldo:50000 | tipo:CUANTA CORRIENTE; saldo:192502,0,,0,,0,,1,fecha_adquisicion:2019; descripcion:VEHICULO BMW TOURER 215i,1,22642.15,tipo:PLAN DE PENSIONES; valor:22642.15,1,10000.0,7080.58,descripcion:PARA COMPRA AUTOMOVIL A MARMOTOR CANARIAS S.L.; fecha_concesion:28-03-2019; importe_concedido:10000; saldo_pendiente:7080.58,,59768.76,296374.69000000006,289294.11000000004,,,
XIII,deputy_293_assets_000272_000_e_0000893_20190516.json,JOAQUIN ROBLES LOPOEZ,DIVORCIADO,,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,SENADOR,MURCIA,1,33508.05,concepto:SUELDO DE PROFESOR DE SECUNDARIA EN LA CONSEJERIA DE EDUCACION DE LA REGION DE MURCIA; euros:33508.05,0,0.0,,0,0.0,,0,0.0,,9697.85,2,clase:VIVIENDA UNIFAMILIAR; situacion:MURCIA; fecha_adquisicion:13/04/2000; derecho:50% | clase:VIVIENDA UNIFAMILIAR; situacion:MURCIA; fecha_adquisicion:14/06/2018; derecho:100%,2,clase:FINCA RURAL; situacion:MURCIA; fecha_adquisicion:17/12/2017; derecho:100% PERMUTA | clase:FINCA RURAL; situacion:MURCIA; fecha_adquisicion:17/04/2002; derecho:100% DONACION,0,,1,9888.1,tipo:CUENTA CORRIENTES; saldo:9888.1,0,,0,,0,,1,fecha_adquisicion:01/03/2017; descripcion:FORD KUGA,1,73.47,descripcion:DEPOSITOS DE CUSTODIA; valor:73.47,2,112000.0,111086.54,descripcion:HIPOTECA VIVIENDA BANCO SANTANDER; fecha_concesion:02/03/2018; importe_concedido:100000; saldo_pendiente:100000 | descripcion:PRESTAMO PERSONAL BANCO SANTANDER; fecha_concesion:21/11/2018; importe_concedido:12000; saldo_pendiente:11086.54,,33508.05,9961.57,-101124.97,,,
XIII,deputy_293_assets_000272_002_e_0010763_20191031.json,JOAQUÍN ROBLES LÓPEZ,DIVORCIADO,,28/04/2019,16/05/2019,Diputado,MURCIA,1,41153.46,concepto:SUELDO PROFESOR DE EDUCACIÓN SECUNDARIA; euros:41153.46,0,0.0,,0,0.0,,0,0.0,,15.15,2,clase:VIVIENDA UNIFAMILIAR; situacion:MURCIA; fecha_adquisicion:13/04/2000; derecho:50% | clase:VIVIENDA UNIFAMILIAR; situacion:MURCIA; fecha_adquisicion:14/06/2018; derecho:100%,2,clase:FINA RURAL; situacion:MURCIA; fecha_adquisicion:17/12/2017; derecho:100% PERMUTA | clase:FINA RURAL; situacion:MURCIA; fecha_adquisicion:17/04/2002; derecho:100% DONACIÓN,0,,1,4841.44,saldo:4841.44,0,,0,,0,,1,fecha_adquisicion:01/03/2017; descripcion:FORD KUGA,0,0.0,,2,112000.0,109973.73,fecha_concesion:02/03/2018; importe_concedido:100000; saldo_pendiente:100000 | fecha_concesion:21/11/2018; importe_concedido:12000; saldo_pendiente:9973.73,,41153.46,4841.44,-105132.29,,,
XIII,deputy_294_assets_000293_000_e_0000964_20190517.json,Mª CONCEPCIÓN GAMARRA RUIZ-CLAVIJO,SOLTERA,,28 DE ABRIL 2019,16 DE MAYO DE 2019,Diputado,LA RIOJA,2,45522.83,"procedencia:Excelentísimo Ayuntamiento de Logroño; concepto:Retribuciones netas percibidas en el ejercicio 2018 como Alcaldesa-Presidenta; euros:40.162,83 | procedencia:PARTIDO POPULAR; euros:5.360",0,0.0,,0,0.0,,0,0.0,,,3,clase:VIVIENDA; situacion:LA RIOJA; fecha_adquisicion:23 diciembre 2002; derecho:Pleno Dominio; titulo:Compraventa | clase:VIVIENDA; situacion:LA RIOJA; fecha_adquisicion:23 febrero 2018; derecho:Pleno Dominio; titulo:Compraventa | clase:PLAZA DE GARAJE; situacion:LA RIOJA; fecha_adquisicion:23 febrero 2018; derecho:Pleno Dominio; titulo:Compraventa,0,,0,,2,91789.56,"tipo:Cuenta a la vista, depósitos de valores y fondos de inversión; entidad:Banco Santander; saldo:38.947,85 | tipo:Cuenta a la vista, libreta infantil y plan de pensiones individual; entidad:Ibercaja; saldo:52.841,71",0,,0,,0,,0,,0,0.0,,3,354062.4,233020.67,"descripcion:Crédito vivienda personal; importe_concedido:64.000; saldo_pendiente:11.579,42 | descripcion:Hipoteca Ahora; importe_concedido:229.000; saldo_pendiente:221.395,91 | descripcion:Préstamo hipotecario individual variable; importe_concedido:61.062,40; saldo_pendiente:45,34",,45522.83,91789.56,-141231.11000000002,,,
XIII,deputy_294_assets_000293_002_e_0011162_20191127.json,Cencepce Durante Ruit-Clamp,,,,,Diputada,CB Riot,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,La declaración final de bienes y rentas coincide exactamente con la declaración de bienes y rentas cumplimentada al presentar la credencial de Diputada electa de la XIV Legislatura.,0.0,0.0,0.0,,,
XIII,deputy_295_assets_000273_000_e_0000899_20190516.json,ROCÍO DE MEER MÉNDEZ,CASADA,GANANCIALES,28 DE ABRIL DE 2019,16 DE MAYO DE 2019,Diputado,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,1,clase:VIVIENDA Y GARAJE UNIFAMILIAR; situacion:ALMERÍA; fecha_adquisicion:20/12/2018; derecho:PLENO DOMINIO (50%); titulo:COMPRAVENTA,0,,0,,1,5230.0,tipo:CUENTAS CORRIENTES; saldo:5.230€,0,,0,,0,,0,,0,0.0,,1,50000.0,48621.9,"descripcion:PRESTAMO HIPOTECARIO; acreedor:CAJAMAR; fecha_concesion:20/12/2018; importe_concedido:50.000€; saldo_pendiente:48.621,90€",,0.0,5230.0,-43391.9,,,
XIII,deputy_295_assets_000273_002_e_0010765_20191031.json,ROCIO DE MEER MENDEZ,CASADA,GANANCIALES,28 de abril de 2019,16 de mayo 2019,Diputado,ALMERIA,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,,0.0,0.0,0.0,,,
XIII,deputy_296_assets_000299_000_e_0000981_20190517.json,FRANCISCO JAVIER ORTEGA SMITH-MOLINA,SOLTERO,NINGUNO,28/04/2019,16/05/2019,Senador,MADRID,1,23087.85,concepto:ACTIVIDADES ECONÓMICAS REALIZADAS Y RENDIMIENTOS OBTENIDOS; euros:23087.85,0,0.0,,1,4.47,"concepto:INTERESES DE CUENTAS, DEPÓSITOS Y DE ACTIVOS FINANCIEROS EN GENERAL; euros:4.47",1,199.43,concepto:IMPUTACIONES DE ENTIDADES EN RÉGIMEN DE ATRIBUCIÓN DE RENTAS; euros:199.43,3227.65,7,clase:VIVIENDA; situacion:MADRID CIUDAD; fecha_adquisicion:22/12/2011; derecho:100%; titulo:PLENO DOMINIO POR DONACION | clase:LOCAL COMERCIAL; situacion:MADRID CIUDAD; fecha_adquisicion:09/07/2000; derecho:25%; titulo:PLENO DOMINIO POR HERENCIA | clase:VIVIENDA; situacion:ASTURIAS; fecha_adquisicion:02/04/2003; derecho:100%; titulo:PLENO DOMINIO. DECLARACION OBRA NUEVA | clase:SOLAR; situacion:ASTURIAS; fecha_adquisicion:21/01/2016; derecho:50%; titulo:PLENO DOMINIO POR COMPRA | clase:SOLAR; situacion:ASTURIAS; fecha_adquisicion:21/01/2016; derecho:50%; titulo:PLENO DOMINIO POR COMPRA | clase:SOLAR; situacion:ASTURIAS; fecha_adquisicion:13/01/1998; derecho:16.6%; titulo:PLENO DOMINIO. POR COMPRA | clase:SOLAR; situacion:ASTURIAS; fecha_adquisicion:09/07/2000; derecho:25%; titulo:PLENO DOMINIO. POR HERENCIA,0,,0,,1,2500.0,tipo:CUENTAS CORRIENTES; saldo:2500,0,,0,,0,,2,fecha_adquisicion:FEBRERO DE 2017; descripcion:OPEL ASTRA 5 PUERTAS | fecha_adquisicion:AÑO 1965; descripcion:OPEL RECORD OLIMPIA,1,38011.0,descripcion:MUTUALIDAD DE LA ABOGACIA; valor:38011,0,0.0,0.0,,"COMPLEMENTO AL APARTADO ""BIENES PATRIMONIALES DEL PARLAMENTARIO"": -Bienes Inmuebles de naturaleza urbana. Clase y características: SOLAR Situación: ASTURIAS Fecha de adquisición: 13/01/1998 Derecho sobre el bien y Título de adquisición: 16,6%. PLENO DOMINIO. POR COMPRA -Bienes Inmuebles de naturaleza urbana. Clase y características: SOLAR Situación: ASTURIAS Fecha de adquisición: 09/07/2000 Derecho sobre el bien y Título de adquisición: 25%. PLENO DOMINIO. POR HERENCIA",23291.75,40511.0,40511.0,,,
XIII,deputy_296_assets_000299_001_e_0001820_20190620.json,FRANCISCO JAVIER ORTEGA SMITH-MOLINA,SOLTERO,NINGUNO,28/04/2019,16/05/2019,Senador,MADRID,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,2,clase:VIVIENDA; situacion:ASTURIAS; fecha_adquisicion:02/04/2003; derecho:14.3%. PLENO DOMINIO. DECLARACION OBRA NUEVA | clase:SOLAR; situacion:ASTURIAS; fecha_adquisicion:09/07/2000; derecho:8%. PLENO DOMINIO. POR HERENCIA,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,"ADVERTIDOS ERRORES EN LA DECLARACIÓN DE BIENES INICIAL, PRESENTADA EL 16/05/2019, EN RELACIÓN AL PORCENTAJE DE PROPIEDAD DE DOS BIENES DE NATURALEZA URBANA, PROCEDEMOS EN LA PRESENTE A SU SUBSANACIÓN EN LOS SIGUIENTES TERMINOS: 1- VIVIENDA en ASTURIAS. FECHA ADQUISICIÓN: 02/04/2003. PLENO DOMINIO. DECLARACION OBRA NUEVA. *Declaración inicial presentada el 16/05/2019: 100% propiedad* Declaración corregida presentada el 20/06/2019: 14,3% propiedad. 2- SOLAR en ASTURIAS. FECHA ADQUISICIÓN: 09/07/2000. PLENO DOMINIO. POR HERENCIA. *Declaración inicial presentada el 16/05/2019: 25% propiedad* Declaración corregida presentada el 20/06/2019: 8% propiedad.",0.0,0.0,0.0,,,
XIII,deputy_296_assets_000299_002_e_0011219_20191129.json,Eco. Savicn Oatega Sthith,,,,,Diputado,MADRID,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,0,0.0,,0,,0,,0,,0,,0,0.0,,0,0.0,0.0,,La declaración final de bienes y rentas coincide exactamente con la declaración de bienes y rentas cumplimentada al presentar la credencial de Diputado electo de la XIV Legislatura.,0.0,0.0,0.0,,,
XIII,deputy_297_assets_000283_000_e_0000935_20190517.json,Ricardo Chamorro Delmo,CASADO,SEPARACION DE BIENES,28/04/2019,17/05/2019,Diputado,,0,0.0,,0,0.0,,0,0.0,,0,0.0,,,0,,0,,0,,1,700.0,tipo:CUENTA CORRIENTE; saldo:700,0,,0,,0,,0,,0,0.0,,1,45000.0,34781.25,descripcion:PRESTAMO PERSONAL EUROCAJA; fecha_concesion:20/03/2017; importe_concedido:45000; saldo_pendiente:34781.25,,0.0,700.0,-34081.25,,,
