metadata_deputy_id,personal_apellidos,personal_nombre,personal_circunscripcion_asamblea,personal_fecha_eleccion_designacion,metadata_numero_registro,metadata_tipo_declaracion,seccion,actividad_cargo,actividad_descripcion,actividad_fecha,actividad_index,actividad_notas,actividad_remuneracion,actividad_tipo,firma_fecha_firma,firma_nombre,metadata_archivo_origen,metadata_numero_libro,metadata_tipo_documento,observaciones_extraccion,otros_intereses_texto,seccion_i_descripcion,seccion_ii_descripcion,seccion_iii_descripcion,seccion_iv_descripcion
000093,Morales Álvarez,Álvaro,Burgos,3 de agosto de 2023,93,XV LEGISLATURA,actividades_previas,,"Concejal del Ayuntamiento de Briviesca (Burgos), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",19.12.2023,0.0,,,Cargos públicos,,,deputy_000093_interests_registro_intereses_diputado_93.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El campo 'fecha_eleccion_designacion' se ha extraído de 'Fecha de alta'"", ""Las secciones de donaciones y contribuciones están vacías"", ""No se ha encontrado información sobre la firma y fecha de firma""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000093,Morales Álvarez,Álvaro,Burgos,3 de agosto de 2023,93,XV LEGISLATURA,actividades_previas,,Secretario General de Agrupación del PSOE de Briviesca.,19.12.2023,1.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000093_interests_registro_intereses_diputado_93.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El campo 'fecha_eleccion_designacion' se ha extraído de 'Fecha de alta'"", ""Las secciones de donaciones y contribuciones están vacías"", ""No se ha encontrado información sobre la firma y fecha de firma""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000093,Morales Álvarez,Álvaro,Burgos,3 de agosto de 2023,93,XV LEGISLATURA,actividades_previas,,Vocal Comisión Ejecutiva provincial PSOE de Burgos.,19.12.2023,2.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000093_interests_registro_intereses_diputado_93.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El campo 'fecha_eleccion_designacion' se ha extraído de 'Fecha de alta'"", ""Las secciones de donaciones y contribuciones están vacías"", ""No se ha encontrado información sobre la firma y fecha de firma""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000093,Morales Álvarez,Álvaro,Burgos,3 de agosto de 2023,93,XV LEGISLATURA,actividades_previas,,"Declaración de Actividades, de 3 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,3.0,,,Otras Actividades,,,deputy_000093_interests_registro_intereses_diputado_93.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El campo 'fecha_eleccion_designacion' se ha extraído de 'Fecha de alta'"", ""Las secciones de donaciones y contribuciones están vacías"", ""No se ha encontrado información sobre la firma y fecha de firma""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,,,0.0,,,Cargos públicos,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,,,1.0,,,Actividades públicas a las que ha renunciado,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,,,2.0,,,Prestaciones de derechos pasivos,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,,,3.0,,,Prestaciones de derechos pasivos renunciadas,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,,,4.0,,,Prestaciones consideradas compatibles,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,,,5.0,,,Actividades docentes extraordinarias,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,"Secretario LGTBI del PSC-PSOE, sin retribución.",,6.0,,,Cargos en partidos ó grupos parlamentarios,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,,,7.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,,,8.0,,,Actividades privadas autorizadas,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000094,Ramírez Carner,Arnau,Barcelona,3 de agosto de 2023,92,Registro de Intereses - Actividades,actividades_previas,,"Declaración de Actividades, de 3 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,9.0,,,Otras Actividades,19.12.2023,,deputy_000094_interests_registro_intereses_diputado_94.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La imagen img-0.jpeg no ha sido procesada."", ""Algunas secciones pueden estar incompletas debido a la falta de información en el texto OCR.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,,,0.0,,,Cargos públicos,19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,,,1.0,,,Actividades públicas a las que ha renunciado,19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,,,2.0,,,Prestaciones de derechos pasivos,19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,,,3.0,,,Prestaciones de derechos pasivos renunciadas,19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,,,4.0,,,Actividades docentes extraordinarias,19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,"Secretaria General del PSOE Burgos, sin remuneración.",,5.0,,,Cargos en partidos ó grupos parlamentarios,19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,,,6.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,,,7.0,,,Actividades privadas autorizadas,19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000095,Peña Camarero,Esther,Burgos,3 de agosto de 2023,91,XV LEGISLATURA,actividades_previas,,"Declaración de Actividades, de 3 de agosto de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,8.0,,,Otras Actividades,19.12.2023,,deputy_000095_interests_registro_intereses_diputado_95.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha de firma se ha extraído del campo 'Fecha del acuerdo plenario definitivo'"", ""No se ha encontrado información sobre donaciones, contribuciones a fundaciones u otros intereses""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,94,Registro de Intereses - Actividades,actividades_previas,,"Alcalde del Ayuntamiento de Sanchidrián (Ávila) desde el 17 de junio de 2023, sin percibir ningún tipo de remuneración. Fecha del acuerdo plenario definitivo: 19.12.2023",,0.0,,,Cargos públicos,,,deputy_000096_interests_registro_intereses_diputado_96.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del cargo de alcalde tiene un formato inconsistente: '17 de Fecha del acuerdo plenario definitivo: 19.12.2023, junio de 2023'."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,94,Registro de Intereses - Actividades,actividades_previas,,,,1.0,,,Actividades públicas a las que ha renunciado,,,deputy_000096_interests_registro_intereses_diputado_96.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del cargo de alcalde tiene un formato inconsistente: '17 de Fecha del acuerdo plenario definitivo: 19.12.2023, junio de 2023'."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,94,Registro de Intereses - Actividades,actividades_previas,,"[""Prestaciones de derechos pasivos renunciadas."", ""Prestaciones consideradas compatibles.""]",,2.0,,,Prestaciones de derechos pasivos,,,deputy_000096_interests_registro_intereses_diputado_96.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del cargo de alcalde tiene un formato inconsistente: '17 de Fecha del acuerdo plenario definitivo: 19.12.2023, junio de 2023'."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,94,Registro de Intereses - Actividades,actividades_previas,,,,3.0,,,Actividades docentes extraordinarias,,,deputy_000096_interests_registro_intereses_diputado_96.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del cargo de alcalde tiene un formato inconsistente: '17 de Fecha del acuerdo plenario definitivo: 19.12.2023, junio de 2023'."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,94,Registro de Intereses - Actividades,actividades_previas,,,,4.0,,,Cargos en partidos o grupos parlamentarios,,,deputy_000096_interests_registro_intereses_diputado_96.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del cargo de alcalde tiene un formato inconsistente: '17 de Fecha del acuerdo plenario definitivo: 19.12.2023, junio de 2023'."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,94,Registro de Intereses - Actividades,actividades_previas,,,,5.0,,,"Actividades de producción y creación literaria, científica, artística o técnica",,,deputy_000096_interests_registro_intereses_diputado_96.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del cargo de alcalde tiene un formato inconsistente: '17 de Fecha del acuerdo plenario definitivo: 19.12.2023, junio de 2023'."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,94,Registro de Intereses - Actividades,actividades_previas,,,,6.0,,,Actividades privadas autorizadas,,,deputy_000096_interests_registro_intereses_diputado_96.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del cargo de alcalde tiene un formato inconsistente: '17 de Fecha del acuerdo plenario definitivo: 19.12.2023, junio de 2023'."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000096,Arribas Maroto,Manuel,Ávila,3 de agosto de 2023,94,Registro de Intereses - Actividades,actividades_previas,,"[""Declaración de Actividades, de 3 de agosto de 2023"", ""La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG."", ""Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.""]",,7.0,,,Otras Actividades,,,deputy_000096_interests_registro_intereses_diputado_96.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""La fecha del cargo de alcalde tiene un formato inconsistente: '17 de Fecha del acuerdo plenario definitivo: 19.12.2023, junio de 2023'."", ""Algunas secciones están vacías o no tienen información.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,Nº Act 98,Registro de Intereses - Actividades,actividades_previas,,Concejal del Ayuntamiento de Alcázar de San Juan (Ciudad Real),19.12.2023,0.0,,,Cargos públicos,,,deputy_000098_interests_registro_intereses_diputado_98.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y posibles errores de formato."", ""Algunas secciones están vacías o no contienen información relevante."", ""Las imágenes referenciadas no se incluyen en el texto extraído.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,Nº Act 98,Registro de Intereses - Actividades,actividades_previas,,Concejal del Ayuntamiento de Alcázar de San Juan (Ciudad Real),19.12.2023,1.0,,,Cargos públicos,,,deputy_000098_interests_registro_intereses_diputado_98.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y posibles errores de formato."", ""Algunas secciones están vacías o no contienen información relevante."", ""Las imágenes referenciadas no se incluyen en el texto extraído.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,Nº Act 98,Registro de Intereses - Actividades,actividades_previas,,Secretario General del PSOE Agrupación Alcázar de San Juan,19.12.2023,2.0,,,Cargos en partidos ó grupos parlamentarios,,,deputy_000098_interests_registro_intereses_diputado_98.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y posibles errores de formato."", ""Algunas secciones están vacías o no contienen información relevante."", ""Las imágenes referenciadas no se incluyen en el texto extraído.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,Nº Act 98,Registro de Intereses - Actividades,actividades_previas,,Declaración de Actividades,3 de agosto de 2023,3.0,,,Otras Actividades,,,deputy_000098_interests_registro_intereses_diputado_98.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y posibles errores de formato."", ""Algunas secciones están vacías o no contienen información relevante."", ""Las imágenes referenciadas no se incluyen en el texto extraído.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,Nº Act 98,Registro de Intereses - Actividades,actividades_previas,,Declaración de Actividades,18 de diciembre de 2023,4.0,,,Otras Actividades,,,deputy_000098_interests_registro_intereses_diputado_98.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y posibles errores de formato."", ""Algunas secciones están vacías o no contienen información relevante."", ""Las imágenes referenciadas no se incluyen en el texto extraído.""]",,Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
000098,Redondo Cárdenas,Gonzalo,Ciudad Real,3 de agosto de 2023,Nº Act 98,Registro de Intereses - Actividades,otros_intereses,,,,,,,,,,deputy_000098_interests_registro_intereses_diputado_98.pdf,,DECLARACION_INTERESES_ECONOMICOS,"[""El texto OCR contiene algunas repeticiones y posibles errores de formato."", ""Algunas secciones están vacías o no contienen información relevante."", ""Las imágenes referenciadas no se incluyen en el texto extraído.""]","* La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG
* Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",Actividades desarrolladas en los cinco años anteriores a la obtención del mandato parlamentario,"Donaciones, obsequios y beneficios no remunerados obtenidos en los cinco años anteriores",Fundaciones y otras asociaciones a las que haya contribuido,Otros intereses a declarar / observaciones
